번호,종목코드,기업명,업종코드,업종,상장주식수(주),자본금(원),액면가(원),통화구분
1107,089150,케이씨티,106201,"컴퓨터 프로그래밍, 시스템 통합 및 관리업","17,150,000","8,575,000,000",500,원(KRW)
1108,025880,케이씨피드,031008,동물용 사료 및 조제식품 제조업,"16,715,858","8,357,929,000",500,원(KRW)
1109,093320,케이아이엔엑스,106301,"자료처리, 호스팅, 포털 및 기타 인터넷 정보매개 서비스업","4,880,000","2,440,000,000",500,원(KRW)
1110,060900,케이알피앤이,031902,석유 정제품 제조업,"123,232,111","12,323,211,100",100,원(KRW)
1111,073010,케이에스피,032901,일반 목적용 기계 제조업,"36,192,257","18,096,128,500",500,원(KRW)
1112,105330,케이엔더블유,032602,전자부품 제조업,"5,661,347","2,830,673,500",500,원(KRW)
1113,272110,케이엔제이,032902,특수 목적용 기계 제조업,"6,285,432","3,142,716,000",500,원(KRW)
1114,039420,케이엘넷,106102,전기 통신업,"24,154,730","12,077,365,000",500,원(KRW)
1115,083550,케이엠,031309,기타 섬유제품 제조업,"10,142,170","5,071,085,000",500,원(KRW)
1116,032500,케이엠더블유,032604,통신 및 방송 장비 제조업,"39,820,883","19,910,441,500",500,원(KRW)
1117,225430,케이엠제약,032004,기타 화학제품 제조업,"21,387,050","2,138,705,000",100,원(KRW)
1118,064820,케이프,033101,선박 및 보트 건조업,"26,960,747","13,480,373,500",500,원(KRW)
1119,256940,케이피에스,032902,특수 목적용 기계 제조업,"4,285,630","2,142,815,000",500,원(KRW)
1120,024880,케이피에프,032509,기타 금속 가공제품 제조업,"17,449,357","8,724,678,500",500,원(KRW)
1121,042040,케이피엠테크,032004,기타 화학제품 제조업,"95,365,233","9,536,523,300",100,원(KRW)
1122,054410,케이피티유,032509,기타 금속 가공제품 제조업,"5,060,000","2,530,000,000",500,원(KRW)
1123,217600,켐온,137001,자연과학 및 공학 연구개발업,"63,861,340","6,386,134,000",100,원(KRW)
1124,089010,켐트로닉스,032004,기타 화학제품 제조업,"14,572,295","7,286,147,500",500,원(KRW)
1125,220260,켐트로스,032004,기타 화학제품 제조업,"26,323,057","2,632,305,700",100,원(KRW)
1126,052400,코나아이,105802,소프트웨어 개발 및 공급업,"15,559,118","7,779,559,000",500,원(KRW)
1127,033110,코너스톤네트웍스,032702,"측정, 시험, 항해, 제어 및 기타 정밀기기 제조업; 광학기기 제외","125,172,391","62,586,195,500",500,원(KRW)
1128,094860,코닉글로리,105802,소프트웨어 개발 및 공급업,"50,642,595","5,064,259,500",100,원(KRW)
1129,046070,코다코,033003,자동차 신품 부품 제조업,"39,064,256","19,532,128,000",500,원(KRW)
1130,047770,코데즈컴바인,031401,봉제의복 제조업,"37,842,602","18,921,301,000",500,원(KRW)
1131,078940,코드네이처,064203,전기 및 통신 공사업,"30,151,608","15,075,804,000",500,원(KRW)
1132,080530,코디,032004,기타 화학제품 제조업,"15,226,867","7,613,433,500",500,원(KRW)
1133,224060,코디엠,032902,특수 목적용 기계 제조업,"146,136,795","14,613,679,500",100,원(KRW)
1134,078650,코렌,032703,사진장비 및 광학기기 제조업,"43,920,657","21,960,328,500",500,원(KRW)
1135,104540,코렌텍,032701,의료용 기기 제조업,"10,587,341","5,293,670,500",500,원(KRW)
1136,027050,코리아나,032004,기타 화학제품 제조업,"40,000,000","20,000,000,000",500,원(KRW)
1137,290510,코리아센터,105802,소프트웨어 개발 및 공급업,"24,031,048","2,450,024,800",100,원(KRW)
1138,190650,코리아에셋투자증권,116409,기타 금융업,"6,388,000","31,940,000,000","5,000",원(KRW)
1139,101670,코리아에스이,032501,"구조용 금속제품, 탱크 및 증기발생기 제조업","18,900,000","3,780,000,000",200,원(KRW)
1140,123410,코리아에프티,033003,자동차 신품 부품 제조업,"27,841,064","2,784,106,400",100,원(KRW)
1141,036690,코맥스,032604,통신 및 방송 장비 제조업,"14,561,333","7,280,666,500",500,원(KRW)
1142,049430,코메론,032702,"측정, 시험, 항해, 제어 및 기타 정밀기기 제조업; 광학기기 제외","9,048,000","4,524,000,000",500,원(KRW)
1143,183300,코미코,032902,특수 목적용 기계 제조업,"8,775,000","4,387,500,000",500,원(KRW)
1144,041960,코미팜,032102,의약품 제조업,"63,924,375","6,392,437,500",100,원(KRW)
1145,089890,코세스,032902,특수 목적용 기계 제조업,"16,851,962","8,425,981,000",500,원(KRW)
1146,009730,코센,032401,1차 철강 제조업,"72,677,672","36,338,836,000",500,원(KRW)
1147,222040,코스맥스엔비티,031007,기타 식품 제조업,"20,628,000","10,314,000,000",500,원(KRW)
1148,241710,코스메카코리아,032004,기타 화학제품 제조업,"10,680,000","5,340,000,000",500,원(KRW)
1149,069110,코스온,032004,기타 화학제품 제조업,"18,697,161","9,348,580,500",500,원(KRW)
1150,204990,코썬바이오,031007,기타 식품 제조업,"31,942,923","15,971,461,500",500,원(KRW)
1151,166480,코아스템,032102,의약품 제조업,"15,717,440","7,858,720,000",500,원(KRW)
1152,045970,코아시아,137309,"그외 기타 전문, 과학 및 기술 서비스업","25,297,761","12,648,880,500",500,원(KRW)
1153,029960,코엔텍,053802,폐기물 처리업,"50,000,000","25,000,000,000",500,원(KRW)
1154,102940,코오롱생명과학,032101,기초 의약물질 및 생물학적 제제 제조업,"11,412,356","5,706,178,000",500,원(KRW)
1155,950160,코오롱티슈진,032101,기초 의약물질 및 생물학적 제제 제조업,"61,117,550",0,0,미국달러(USD)
1156,033290,코웰패션,074704,"섬유, 의복, 신발 및 가죽제품 소매업","90,500,234","46,532,198,500",500,원(KRW)
1157,056360,코위버,032604,통신 및 방송 장비 제조업,"9,796,800","4,898,400,000",500,원(KRW)
1158,282880,코윈테크,032902,특수 목적용 기계 제조업,"9,117,647","4,558,823,500",500,원(KRW)
1159,121850,코이즈,032202,플라스틱제품 제조업,"15,411,517","7,705,758,500",500,원(KRW)
1160,015710,코콤,032604,통신 및 방송 장비 제조업,"17,530,500","8,765,250,000",500,원(KRW)
1161,052330,코텍,032605,영상 및 음향기기 제조업,"15,574,552","7,787,276,000",500,원(KRW)
1162,126600,코프라,032002,합성고무 및 플라스틱 물질 제조업,"21,115,634","10,557,817,000",500,원(KRW)
1163,200130,콜마비앤에이치,032101,기초 의약물질 및 생물학적 제제 제조업,"29,543,558","14,771,779,000",500,원(KRW)
1164,060280,큐렉소,074708,기타 상품 전문 소매업,"33,357,253","16,678,626,500",500,원(KRW)
1165,040350,큐로컴,106201,"컴퓨터 프로그래밍, 시스템 통합 및 관리업","109,659,681","54,829,840,500",500,원(KRW)
1166,051780,큐로홀딩스,105901,"영화, 비디오물, 방송프로그램 제작 및 배급업","79,353,425","39,676,712,500",500,원(KRW)
1167,115180,큐리언트,137001,자연과학 및 공학 연구개발업,"8,625,566","4,312,783,000",500,원(KRW)
1168,043090,큐브앤컴퍼니,074607,기타 전문 도매업,"30,485,053","15,242,526,500",500,원(KRW)
1169,182360,큐브엔터,105902,오디오물 출판 및 원판 녹음업,"26,573,767","2,657,376,700",100,원(KRW)
1170,066310,큐에스아이,032601,반도체 제조업,"8,278,230","4,139,115,000",500,원(KRW)
1171,016600,큐캐피탈,116409,기타 금융업,"139,998,322","69,999,161,000",500,원(KRW)
1172,043590,크로바하이텍,032601,반도체 제조업,"23,300,000","11,650,000,000",500,원(KRW)
1173,114120,크루셜텍,032602,전자부품 제조업,"65,767,892","65,767,892,000","1,000",원(KRW)
1174,110790,크리스에프앤씨,031401,봉제의복 제조업,"11,715,480","11,715,480,000","1,000",원(KRW)
1175,083790,크리스탈,137001,자연과학 및 공학 연구개발업,"41,640,018","20,820,009,000",500,원(KRW)
1176,900250,크리스탈신소재,116409,기타 금융업,"67,783,852","33,891,926",0.5,미국달러(USD)
1177,045520,크린앤사이언스,032901,일반 목적용 기계 제조업,"6,500,000","3,650,000,000",500,원(KRW)
1178,214150,클래시스,032701,의료용 기기 제조업,"64,709,168","6,470,916,800",100,원(KRW)
1179,237880,클리오,032004,기타 화학제품 제조업,"16,967,895","8,483,947,500",500,원(KRW)
1180,139670,키네마스터,105802,소프트웨어 개발 및 공급업,"7,016,911","3,508,455,500",500,원(KRW)
1181,311270,키움제5호스팩,116601,금융 지원 서비스업,"3,600,000","360,000,000",100,원(KRW)
1182,054780,키이스트,105901,"영화, 비디오물, 방송프로그램 제작 및 배급업","85,356,831","8,535,683,100",100,원(KRW)
1183,219130,타이거일렉,032602,전자부품 제조업,"6,314,290","3,157,145,000",500,원(KRW)
1184,065130,탑엔지니어링,032902,특수 목적용 기계 제조업,"15,976,257","8,324,128,500",500,원(KRW)
1185,023160,태광,032401,1차 철강 제조업,"26,500,000","13,250,000,000",500,원(KRW)
1186,053620,태양,032509,기타 금속 가공제품 제조업,"8,600,000","4,300,000,000",500,원(KRW)
1187,044490,태웅,032509,기타 금속 가공제품 제조업,"20,007,381","10,003,690,500",500,원(KRW)
1188,124560,태웅로직스,085209,기타 운송관련 서비스업,"17,650,000","1,765,000,000",100,원(KRW)
1189,191420,테고사이언스,032101,기초 의약물질 및 생물학적 제제 제조업,"8,085,634","4,042,817,000",500,원(KRW)
1190,182690,테라셈,032601,반도체 제조업,"21,163,148","10,581,574,000",500,원(KRW)
1191,066700,테라젠이텍스,032102,의약품 제조업,"31,029,957","15,514,978,500",500,원(KRW)
1192,095610,테스,032902,특수 목적용 기계 제조업,"19,768,226","9,884,113,000",500,원(KRW)
1193,131970,테스나,137309,"그외 기타 전문, 과학 및 기술 서비스업","6,850,000","3,425,000,000",500,원(KRW)
1194,089030,테크윙,032902,특수 목적용 기계 제조업,"19,318,786","9,723,110,000",500,원(KRW)
1195,054450,텔레칩스,032601,반도체 제조업,"13,505,911","6,752,955,500",500,원(KRW)
1196,091440,텔레필드,032604,통신 및 방송 장비 제조업,"9,097,047","4,548,523,500",500,원(KRW)
1197,200230,텔콘RF제약,032604,통신 및 방송 장비 제조업,"85,277,028","8,527,702,800",100,원(KRW)
1198,215480,토박스코리아,074704,"섬유, 의복, 신발 및 가죽제품 소매업","40,924,427","4,092,442,700",100,원(KRW)
1199,051360,토비스,032605,영상 및 음향기기 제조업,"16,717,058","8,358,529,000",500,원(KRW)
1200,045340,토탈소프트,105802,소프트웨어 개발 및 공급업,"8,558,040","4,279,020,000",500,원(KRW)
1201,108230,톱텍,032902,특수 목적용 기계 제조업,"36,796,254","18,534,460,500",500,원(KRW)
1202,079970,투비소프트,105802,소프트웨어 개발 및 공급업,"26,702,985","13,351,492,500",500,원(KRW)
1203,105550,트루윈,032602,전자부품 제조업,"11,971,061","5,985,530,500",500,원(KRW)
1204,026150,특수건설,064102,토목 건설업,"15,205,118","7,602,559,000",500,원(KRW)
1205,322180,티라유텍,105802,소프트웨어 개발 및 공급업,"5,433,750","543,375,000",100,원(KRW)
1206,117730,티로보틱스,032902,특수 목적용 기계 제조업,"5,579,429","2,789,714,500",500,원(KRW)
1207,033830,티비씨,106002,텔레비전 방송업,"100,000,000","50,000,000,000",500,원(KRW)
1208,064760,티씨케이,032309,기타 비금속 광물제품 제조업,"11,675,000","5,837,500,000",500,원(KRW)
1209,246710,티앤알바이오팹,032101,기초 의약물질 및 생물학적 제제 제조업,"8,348,290","4,174,145,000",500,원(KRW)
1210,131290,티에스이,032702,"측정, 시험, 항해, 제어 및 기타 정밀기기 제조업; 광학기기 제외","11,061,429","5,530,714,500",500,원(KRW)
1211,062860,티엘아이,032601,반도체 제조업,"9,872,720","4,936,360,000",500,원(KRW)
1212,321550,티움바이오,137001,자연과학 및 공학 연구개발업,"23,459,826","11,729,913,000",500,원(KRW)
1213,104480,티케이케미칼,032005,화학섬유 제조업,"90,895,434","45,447,717,000",500,원(KRW)
1214,081150,티플랙스,032509,기타 금속 가공제품 제조업,"24,268,402","12,134,201,000",500,원(KRW)
1215,130740,티피씨글로벌,033003,자동차 신품 부품 제조업,"10,324,479","5,162,239,500",500,원(KRW)
1216,084730,팅크웨어,032604,통신 및 방송 장비 제조업,"10,425,682","5,212,841,000",500,원(KRW)
